business_id,industry,city,years_in_operation,number_of_employees,annual_revenue_egp,annual_expenses_egp,annual_profit_egp,profit_margin,revenue_growth_rate,customer_growth_rate,monthly_customers,market_demand_score,competition_level,owner_dependency_score,scalability_score,location_score,revenue_stability_score,valuation_egp
EGY-SME-03317,Retail Store,Cairo,16,19,18577428.98,16159895.21,2417533.77,0.1301,-0.159,-0.2,3024,3,10,4,2,3,6,20543000
EGY-SME-06859,Service Business,Tanta,7,32,7994739.03,6620560.75,1374178.28,0.1719,-0.1096,-0.106,74,2,6,5,8,4,8,14357000
EGY-SME-11821,Clinic/Medical,Port Said,4,4,4304161.44,2754468.4,1549693.04,0.36,-0.1018,-0.204,387,5,1,4,5,10,4,7844299
EGY-SME-07064,E-commerce,Cairo,12,35,12296916.63,9973365.63,2323551.01,0.189,-0.1493,-0.1733,3149,4,9,7,8,2,4,15063000
EGY-SME-00004,Clinic/Medical,Shubra El Kheima,13,3,2706733.04,1771729.74,935003.29,0.3454,-0.0162,-0.0157,794,1,9,3,6,4,4,4873000
EGY-SME-05791,Retail Store,Tanta,19,21,12253397.62,10563722.16,1689675.46,0.1379,0.3654,0.4,3282,4,6,3,8,2,7,32717000
EGY-SME-00411,Retail Store,Tanta,6,23,5388550.83,4581155.75,807395.08,0.1498,0.0037,0.0046,2509,6,6,8,1,5,4,5217000
EGY-SME-01733,Clinic/Medical,Alexandria,17,3,9503569.31,6342233.14,3161336.17,0.3326,-0.1815,-0.2,325,4,5,8,9,1,3,20109000
EGY-SME-09808,Education Center,Cairo,14,27,1422816.82,997387.26,425429.56,0.299,0.3976,0.4,1642,4,7,2,9,5,6,3178000
EGY-SME-08261,Restaurant/Cafe,Alexandria,6,18,12251548.3,10279178.42,1972369.88,0.161,0.1798,0.2268,1601,4,4,9,6,3,1,15225000
EGY-SME-10342,Retail Store,Giza,9,22,15593880.65,12556771.08,3037109.57,0.1948,-0.1943,-0.1071,1182,7,6,6,10,8,5,33407963
EGY-SME-10845,E-commerce,Alexandria,4,30,13537481.31,11289897.0,2247584.3,0.166,-0.1694,-0.14,493,5,4,1,5,9,7,24851400
EGY-SME-06026,Retail Store,Giza,7,20,16624195.41,14933606.57,1690588.84,0.1017,-0.1232,-0.102,766,7,6,6,8,1,8,23712000
EGY-SME-00264,Clinic/Medical,Zagazig,12,5,2729933.87,2015142.54,714791.33,0.2618,0.324,0.2334,748,4,4,1,1,3,1,4723000
EGY-SME-05099,Retail Store,Port Said,11,18,8923237.82,7224763.7,1698474.12,0.1903,0.0048,0.0043,221,2,7,6,6,7,7,12881000
EGY-SME-00440,Restaurant/Cafe,Alexandria,1,20,8972179.19,7929342.96,1042836.23,0.1162,0.2181,0.2448,1773,8,4,1,8,10,6,20113000
EGY-SME-11705,Education Center,Cairo,5,27,4230957.06,3637738.66,593218.39,0.1402,-0.2008,-0.0053,690,7,6,6,3,8,9,3966102
EGY-SME-11728,Service Business,Alexandria,10,24,836977.95,739144.96,97832.99,0.1169,0.3397,0.4241,213,6,1,10,7,5,7,1774329
EGY-SME-04542,Clinic/Medical,Shubra El Kheima,19,3,3428842.33,2615651.19,813191.13,0.2372,0.388,0.2947,194,8,2,6,5,6,4,7237000
EGY-SME-05788,Service Business,Alexandria,16,7,4238544.66,3507280.93,731263.73,0.1725,0.2572,0.2558,592,2,5,7,3,2,1,5387000
EGY-SME-01108,E-commerce,Giza,16,38,24232129.76,17835211.04,6396918.72,0.264,0.2844,0.2089,3481,1,10,6,10,3,7,55074000
EGY-SME-11404,Restaurant/Cafe,Giza,12,7,3014212.06,1680581.02,1333631.04,0.4424,-0.0828,0.0132,1332,9,6,3,10,10,7,7659502
EGY-SME-05889,Service Business,Giza,4,7,8522314.51,7196546.1,1325768.41,0.1556,0.2804,0.3355,605,7,8,1,8,3,2,16028000
EGY-SME-06785,E-commerce,Giza,16,10,22394789.33,18887397.42,3507391.91,0.1566,0.2787,0.2548,2599,6,8,2,10,1,2,38101000
EGY-SME-00089,Service Business,Mansoura,5,34,3903890.7,2864752.68,1039138.01,0.2662,0.0686,0.084,1284,2,2,5,5,7,1,5840000
EGY-SME-02974,E-commerce,Alexandria,6,20,22899074.23,17661990.9,5237083.34,0.2287,0.3419,0.3791,2868,10,1,6,9,5,9,56608000
EGY-SME-05130,Service Business,Alexandria,5,32,9939840.91,8296496.81,1643344.1,0.1653,0.094,0.1058,212,2,6,1,2,5,3,11971000
EGY-SME-07961,Service Business,Cairo,9,14,1526025.48,1334636.95,191388.53,0.1254,0.0783,0.0697,764,7,5,5,5,4,5,2400000
EGY-SME-02125,Tech Startup,Alexandria,8,52,76154532.55,50748923.22,25405609.33,0.3336,0.0386,0.0426,1308,5,9,2,7,2,9,199309000
EGY-SME-03575,Service Business,Giza,18,3,1775502.12,1301208.83,474293.3,0.2671,0.3514,0.2787,147,10,10,6,9,9,8,4979000
EGY-SME-07878,Retail Store,Cairo,19,19,18821544.17,15926137.57,2895406.61,0.1538,-0.1811,-0.2,3723,1,1,4,4,1,2,19097000
EGY-SME-00275,Clinic/Medical,Zagazig,4,13,4239958.62,3043210.0,1196748.62,0.2823,0.1684,0.1598,313,5,6,8,7,7,9,8454000
EGY-SME-01282,E-commerce,Cairo,15,12,20531682.87,17162544.14,3369138.73,0.1641,-0.1298,-0.0973,556,10,6,1,7,2,10,40760000
EGY-SME-03753,Retail Store,Cairo,12,9,13365717.66,11956293.36,1409424.3,0.1055,0.1239,0.1456,3838,7,5,4,7,9,10,29244000
EGY-SME-02076,Service Business,Ismailia,1,7,675861.61,566087.35,109774.26,0.1624,0.183,0.1515,1437,6,4,9,7,1,2,1085000
EGY-SME-11739,E-commerce,Damietta,13,19,10600812.01,6264632.39,4336179.62,0.409,-0.2281,-0.1406,3119,1,10,5,3,6,6,14077660
EGY-SME-07825,Retail Store,Cairo,6,23,10618407.29,8880106.05,1738301.25,0.1637,0.3799,0.4,2041,3,7,8,8,5,7,20291000
EGY-SME-10925,Retail Store,Mansoura,1,14,2766822.39,1884279.42,882542.97,0.319,-0.0028,-0.093,2348,4,4,2,8,10,7,4074168
EGY-SME-06436,Clinic/Medical,Port Said,2,4,877755.22,633132.75,244622.47,0.2787,-0.1971,-0.2,937,7,1,4,3,8,1,1070000
EGY-SME-03316,Education Center,Cairo,17,15,6167804.98,4627096.44,1540708.54,0.2498,0.2656,0.2249,367,4,4,3,1,4,2,11799000
EGY-SME-06110,Service Business,Cairo,2,4,5088461.2,4236903.35,851557.85,0.1674,0.3705,0.4,338,4,9,3,4,1,8,10649000
EGY-SME-08375,Clinic/Medical,Cairo,20,11,4008403.01,3092388.11,916014.9,0.2285,0.1992,0.2568,495,8,8,4,2,5,3,5816000
EGY-SME-06194,Service Business,Shubra El Kheima,1,22,5267629.82,4493021.26,774608.55,0.1471,0.2974,0.3632,1278,7,6,7,3,4,7,9236000
EGY-SME-10988,Service Business,Alexandria,12,29,868490.98,506807.47,361683.51,0.4165,-0.1541,-0.2263,322,6,1,5,6,5,7,1545556
EGY-SME-04439,Tech Startup,Port Said,3,22,65970221.95,58022879.18,7947342.77,0.1205,0.2097,0.248,2682,9,3,1,8,1,6,148871000
EGY-SME-00416,Retail Store,Tanta,10,5,7603828.03,6444161.61,1159666.42,0.1525,0.2796,0.3159,1917,9,10,10,7,5,1,11032000
EGY-SME-07412,Retail Store,Alexandria,16,23,3465955.54,3015359.13,450596.4,0.13,0.1029,0.0853,1079,1,5,10,2,2,8,4491000
EGY-SME-02217,Service Business,Giza,10,10,695757.88,544893.05,150864.82,0.2168,-0.1049,-0.1198,947,9,9,9,5,5,9,1281000
EGY-SME-11429,E-commerce,Cairo,7,38,2740829.85,2063220.1,677609.76,0.2472,-0.0999,0.0066,5371,10,9,7,3,10,1,5726969
EGY-SME-10848,Retail Store,Cairo,4,17,11514099.27,6375318.02,5138781.24,0.4463,0.2953,0.1352,1107,9,5,4,7,3,6,28173797
EGY-SME-02128,Restaurant/Cafe,Aswan,5,27,5832615.85,4815208.7,1017407.15,0.1744,0.276,0.2741,454,5,2,3,4,9,7,12281000
EGY-SME-06348,Tech Startup,Cairo,11,40,73230525.61,62369981.06,10860544.55,0.1483,-0.0896,-0.0673,204,6,6,4,10,7,6,137579000
EGY-SME-04316,Restaurant/Cafe,Luxor,20,26,5811974.26,4992646.25,819328.01,0.141,0.1466,0.1218,2113,2,6,10,3,6,5,6424000
EGY-SME-11077,Retail Store,Alexandria,19,14,15611952.71,14746513.59,865439.12,0.0554,0.0611,-0.1399,2524,6,10,7,7,9,4,25343908
EGY-SME-07188,Retail Store,Aswan,10,7,1884218.35,1543200.6,341017.75,0.181,0.0361,0.0395,2455,7,6,1,1,8,1,2233000
EGY-SME-00711,E-commerce,Giza,1,10,17113472.51,14149905.08,2963567.43,0.1732,0.0276,0.0314,2924,3,8,10,8,7,7,24567000
EGY-SME-07403,Clinic/Medical,Cairo,13,13,5582995.94,3721566.32,1861429.62,0.3334,-0.1949,-0.1628,401,10,6,9,7,9,6,8874000
EGY-SME-03412,Restaurant/Cafe,Cairo,11,13,2221850.77,1942086.22,279764.55,0.1259,0.3068,0.3723,2776,2,2,10,2,7,3,2432000
EGY-SME-05468,Service Business,Shubra El Kheima,15,22,520933.29,413364.86,107568.43,0.2065,0.019,0.0157,193,6,3,2,8,7,6,1089000
EGY-SME-00408,Restaurant/Cafe,Shubra El Kheima,19,24,12502939.75,11073011.38,1429928.37,0.1144,0.363,0.3563,2985,10,6,3,6,9,6,30254000
EGY-SME-03060,Tech Startup,Cairo,18,21,66543115.52,50196345.02,16346770.51,0.2457,0.2876,0.2064,1229,8,2,5,7,1,3,146000000
EGY-SME-09871,Retail Store,Suez,20,13,11383204.6,9759584.92,1623619.68,0.1426,0.2979,0.3221,3743,4,3,8,2,4,5,15089000
EGY-SME-08937,Restaurant/Cafe,Luxor,7,17,3431437.51,3008416.69,423020.82,0.1233,-0.0154,-0.0168,1583,7,7,9,10,9,9,5527000
EGY-SME-06761,Retail Store,Cairo,20,10,15772389.67,13176023.74,2596365.93,0.1646,0.0728,0.058,2279,2,9,7,10,1,9,30179000
EGY-SME-04598,Restaurant/Cafe,Aswan,18,22,2145334.63,1854517.15,290817.48,0.1356,0.3802,0.3993,867,8,7,6,7,7,6,4272000
EGY-SME-04413,Education Center,Shubra El Kheima,5,3,7395963.96,6275428.49,1120535.47,0.1515,-0.1044,-0.1015,1060,1,10,6,3,6,10,9611000
EGY-SME-03853,Education Center,Aswan,20,4,2420979.49,1895399.07,525580.42,0.2171,-0.0157,-0.0137,1617,9,2,7,5,2,4,3872000
EGY-SME-08162,Restaurant/Cafe,Luxor,10,10,3677447.04,3294142.66,383304.38,0.1042,-0.1504,-0.1563,1325,1,1,2,7,4,2,3837000
EGY-SME-11769,Retail Store,Tanta,8,12,23864321.02,20499431.19,3364889.82,0.141,0.3613,0.3745,3028,2,10,9,8,5,9,33575628
EGY-SME-05881,Restaurant/Cafe,Cairo,12,10,9984297.24,8487397.84,1496899.4,0.1499,-0.0486,-0.0408,267,10,10,10,9,3,4,14710000
EGY-SME-03208,E-commerce,Asyut,3,20,20524997.56,14614681.62,5910315.94,0.288,0.0724,0.0931,713,9,1,5,5,10,1,33702000
EGY-SME-02656,Retail Store,Cairo,3,20,13968092.41,11834906.73,2133185.67,0.1527,0.3084,0.2395,3629,9,6,2,1,6,4,23410000
EGY-SME-05240,Retail Store,Cairo,16,4,12722390.71,10748653.18,1973737.53,0.1551,0.087,0.0901,2910,9,4,1,3,10,1,18927000
EGY-SME-01984,Retail Store,Cairo,6,13,18747977.11,16265947.96,2482029.14,0.1324,-0.1218,-0.1255,539,2,4,3,3,5,6,25015000
EGY-SME-07840,Service Business,Luxor,4,5,1881653.57,1604200.57,277453.0,0.1475,0.016,0.0126,1129,3,3,2,9,5,6,3380000
EGY-SME-03871,Retail Store,Mansoura,10,13,1301578.81,1161263.67,140315.14,0.1078,0.3895,0.3769,1563,2,8,3,4,2,8,2465000
EGY-SME-08274,Clinic/Medical,Mansoura,14,13,2786065.2,1847210.63,938854.57,0.337,-0.0933,-0.0891,195,5,2,2,5,4,4,5557000
EGY-SME-07402,Education Center,Mansoura,18,23,5013668.99,3541145.65,1472523.34,0.2937,0.1769,0.1337,729,1,9,8,2,4,6,8290000
EGY-SME-01524,Restaurant/Cafe,Cairo,14,19,6508979.63,5373543.52,1135436.11,0.1744,-0.0948,-0.1057,2767,10,8,4,4,2,9,10461000
EGY-SME-11555,Restaurant/Cafe,Cairo,11,8,5663076.98,3717184.98,1945892.0,0.3436,0.1821,0.218,718,6,9,9,10,9,4,11762551
EGY-SME-09081,Retail Store,Giza,16,13,7861561.6,6794155.96,1067405.65,0.1358,0.143,0.1357,278,7,9,2,3,5,3,11964000
EGY-SME-05677,Clinic/Medical,Alexandria,15,18,5568848.18,3812367.0,1756481.18,0.3154,0.3315,0.4,471,1,7,6,7,8,4,11703000
EGY-SME-01111,Service Business,Port Said,16,7,4235605.46,3301551.45,934054.02,0.2205,0.132,0.1268,96,8,1,1,9,4,3,10886000
EGY-SME-10071,Restaurant/Cafe,Alexandria,6,32,11082727.15,9655861.88,1426865.26,0.1287,-0.233,-0.1907,2128,5,2,8,1,9,6,7890902
EGY-SME-01407,Service Business,Cairo,15,13,5812647.92,4621840.98,1190806.94,0.2049,0.2356,0.1868,379,9,1,8,4,4,1,11454000
EGY-SME-08236,Clinic/Medical,Luxor,19,15,9095386.24,6910880.55,2184505.69,0.2402,-0.1792,-0.1971,169,7,8,10,8,9,5,12263000
EGY-SME-03039,Restaurant/Cafe,Port Said,3,22,6613289.48,5976277.88,637011.6,0.0963,0.0252,0.0295,2350,8,2,8,8,10,5,9894000
EGY-SME-09408,Clinic/Medical,Cairo,10,16,3497419.11,2518375.27,979043.85,0.2799,0.185,0.1645,857,3,1,7,7,10,2,6746000
EGY-SME-11889,Restaurant/Cafe,Alexandria,4,22,14590581.4,10723076.4,3867505.0,0.2651,-0.1737,-0.0232,1964,1,8,6,7,4,4,19228239
EGY-SME-03913,Restaurant/Cafe,Shubra El Kheima,7,18,7030850.45,5969737.17,1061113.28,0.1509,-0.1285,-0.0941,2855,4,10,3,6,2,8,9488000
EGY-SME-08269,Education Center,Cairo,9,15,2864697.22,2339671.54,525025.68,0.1833,0.3651,0.3464,1625,8,4,5,4,2,6,5466000
EGY-SME-04561,E-commerce,Luxor,15,3,22689939.24,17242075.26,5447863.99,0.2401,-0.1596,-0.146,2301,5,4,6,7,5,10,43751000
EGY-SME-06087,E-commerce,Shubra El Kheima,19,5,24654462.06,21179362.47,3475099.59,0.141,0.3813,0.3805,4382,9,8,1,5,8,4,50596000
EGY-SME-10654,Clinic/Medical,Cairo,20,8,10079528.76,5912582.86,4166945.9,0.4134,-0.138,0.0245,919,4,4,8,10,8,5,19151374
EGY-SME-10839,Service Business,Giza,12,22,3604742.38,2178609.32,1426133.06,0.3956,-0.2446,-0.0953,457,3,2,10,9,1,3,6787027
EGY-SME-11580,Restaurant/Cafe,Shubra El Kheima,5,10,2935237.01,2499574.67,435662.34,0.1484,0.0222,-0.0376,1255,2,7,9,2,5,6,2845150
EGY-SME-11050,Retail Store,Cairo,18,16,12004861.59,6766783.16,5238078.43,0.4363,-0.2434,-0.1321,266,5,2,3,5,2,7,14544892
EGY-SME-04899,Restaurant/Cafe,Cairo,16,15,9215271.24,8354765.64,860505.6,0.0934,0.3157,0.232,2439,5,8,2,9,8,8,19480000
EGY-SME-11745,Restaurant/Cafe,Ismailia,11,22,11479510.05,9724621.28,1754888.77,0.1529,0.1781,0.1281,723,2,9,7,10,6,8,22193322
EGY-SME-00634,Clinic/Medical,Alexandria,11,4,1309074.81,955196.8,353878.01,0.2703,0.0438,0.0333,301,4,9,1,1,9,2,2222000
EGY-SME-11136,Restaurant/Cafe,Alexandria,5,3,14610749.28,11374991.54,3235757.73,0.2215,0.1701,0.0209,1998,5,9,1,6,6,5,27786612
EGY-SME-08934,Education Center,Suez,19,16,4142347.98,3072940.46,1069407.51,0.2582,-0.0678,-0.0661,1294,1,10,5,5,7,1,4742000
EGY-SME-04123,Education Center,Port Said,20,9,2609847.35,2189122.93,420724.42,0.1612,-0.0412,-0.0497,89,3,2,5,2,1,1,2888000
EGY-SME-04808,Tech Startup,Tanta,11,54,17028139.24,14376511.55,2651627.7,0.1557,-0.1302,-0.1171,2397,5,9,1,3,10,9,23841000
EGY-SME-06212,Restaurant/Cafe,Cairo,13,9,4779520.41,4098316.27,681204.13,0.1425,0.0428,0.0542,2633,3,7,10,4,7,9,5815000
EGY-SME-07929,E-commerce,Alexandria,11,17,10704573.17,9622215.99,1082357.18,0.1011,0.1965,0.2047,4222,4,7,2,3,3,4,14600000
EGY-SME-00132,Restaurant/Cafe,Cairo,7,9,6413947.63,5581958.22,831989.41,0.1297,0.2767,0.3193,2461,4,3,5,2,1,3,10400000
EGY-SME-10696,Retail Store,Alexandria,18,8,16224313.97,13336684.98,2887628.99,0.178,0.3532,0.2962,1529,5,5,7,8,8,9,35984179
EGY-SME-00456,Retail Store,Giza,14,22,4671491.77,3928104.1,743387.67,0.1591,0.0859,0.0604,3517,5,1,6,2,2,3,5767000
EGY-SME-07526,Education Center,Giza,6,26,4345925.03,3683118.57,662806.47,0.1525,0.3135,0.3625,1929,6,3,7,5,1,3,6508000
EGY-SME-09442,Restaurant/Cafe,Shubra El Kheima,5,21,8942800.81,7490738.68,1452062.13,0.1624,0.0887,0.0923,2606,3,10,6,7,5,1,11107000
EGY-SME-09389,Retail Store,Alexandria,14,23,2072236.1,1794376.31,277859.79,0.1341,0.1628,0.1962,2201,10,9,5,10,1,10,4731000
EGY-SME-10878,Retail Store,Cairo,4,11,5459959.47,4763203.4,696756.07,0.1276,0.3101,0.273,1329,7,7,4,3,8,1,8369331
EGY-SME-00775,E-commerce,Cairo,13,4,21404520.91,16136758.47,5267762.44,0.2461,0.0081,0.0067,4826,3,3,1,5,5,9,35639000
EGY-SME-05036,Retail Store,Tanta,19,15,18575569.19,15581049.37,2994519.82,0.1612,0.3681,0.3817,2489,7,3,10,7,9,1,25307000
EGY-SME-00312,Restaurant/Cafe,Cairo,11,16,7852659.77,6667761.94,1184897.83,0.1509,-0.0332,-0.0398,1248,5,7,3,1,8,3,8120000
EGY-SME-05166,Tech Startup,Cairo,9,15,30208180.62,24353595.68,5854584.94,0.1938,0.2129,0.181,2399,7,5,10,5,2,7,52861000
EGY-SME-03596,Education Center,Alexandria,13,5,763135.92,534310.42,228825.51,0.2998,-0.1383,-0.1286,119,3,2,9,6,9,2,968000
EGY-SME-03839,Service Business,Giza,9,19,5280942.53,4177280.82,1103661.71,0.209,0.0766,0.0787,1113,5,9,1,3,5,4,8632000
EGY-SME-03694,Restaurant/Cafe,Cairo,16,29,2078270.11,1901308.84,176961.27,0.0851,0.0723,0.0926,2611,2,1,1,9,7,7,3466000
EGY-SME-02070,Retail Store,Alexandria,13,13,11067274.24,8969167.05,2098107.19,0.1896,0.2521,0.2198,1210,10,4,1,7,5,1,22515000
EGY-SME-00470,Tech Startup,Giza,15,65,51624246.74,41418015.32,10206231.42,0.1977,0.3757,0.4,2274,5,2,3,10,7,8,161271000
EGY-SME-03847,Tech Startup,Suez,2,23,71890203.6,56464548.33,15425655.27,0.2146,0.3585,0.3202,2484,5,4,8,2,7,8,126153000
EGY-SME-01351,Service Business,Alexandria,12,9,8163446.93,6389558.86,1773888.07,0.2173,0.303,0.3502,820,8,5,4,10,5,10,24151000
EGY-SME-08656,Retail Store,Shubra El Kheima,3,4,16624986.94,14890852.25,1734134.69,0.1043,0.1566,0.1346,626,6,5,3,2,10,9,27306000
EGY-SME-04396,Service Business,Giza,9,8,3440989.62,3015011.58,425978.04,0.1238,0.2864,0.3196,903,4,7,8,7,10,8,6418000
EGY-SME-06957,Clinic/Medical,Cairo,4,10,5485233.91,4260114.65,1225119.26,0.2233,0.0501,0.0594,236,1,7,5,7,7,1,8258000
EGY-SME-10947,Education Center,Zagazig,14,17,6041995.16,4142319.2,1899675.96,0.3144,0.1625,0.446,236,6,7,4,3,6,5,9111125
EGY-SME-00248,Tech Startup,Mansoura,6,58,44962887.5,33515823.18,11447064.32,0.2546,0.35,0.3005,1255,4,9,8,4,1,5,74315000
EGY-SME-00994,Clinic/Medical,Giza,6,17,2843496.72,2035877.43,807619.29,0.284,0.275,0.2596,263,4,2,7,10,4,3,6942000
EGY-SME-00737,Retail Store,Mansoura,16,22,15935084.26,13332275.17,2602809.09,0.1633,0.0048,0.0059,2203,8,4,8,4,7,9,26627000
EGY-SME-10528,Tech Startup,Cairo,17,49,37222582.52,32572633.94,4649948.59,0.1249,-0.1217,-0.1121,2066,6,5,9,1,7,1,17040660
EGY-SME-02953,E-commerce,Shubra El Kheima,5,9,18985640.27,15914138.4,3071501.88,0.1618,0.0839,0.0835,850,8,3,10,5,1,9,32380000
EGY-SME-03350,Restaurant/Cafe,Giza,18,20,4271383.09,3521593.51,749789.59,0.1755,0.1729,0.1952,2581,4,7,8,1,5,8,5794000
EGY-SME-04990,E-commerce,Asyut,18,10,11509155.64,9179766.54,2329389.1,0.2024,-0.0358,-0.0313,1822,10,7,9,7,7,8,20048000
EGY-SME-03706,Service Business,Cairo,16,27,6943229.76,5487826.0,1455403.77,0.2096,0.3762,0.4,1316,3,2,4,10,2,4,16823000
EGY-SME-09583,Restaurant/Cafe,Mansoura,20,6,14087960.93,12536872.74,1551088.19,0.1101,0.3091,0.2679,1100,9,7,10,5,3,7,24496000
EGY-SME-00564,Restaurant/Cafe,Cairo,18,22,1899326.11,1569957.51,329368.6,0.1734,-0.0084,-0.0069,1942,1,10,10,7,10,3,1989000
EGY-SME-01723,Retail Store,Giza,13,22,10721951.91,8911392.55,1810559.36,0.1689,-0.0286,-0.0257,3478,9,5,10,8,8,7,17736000
EGY-SME-04780,Restaurant/Cafe,Asyut,14,6,3463731.09,2887115.46,576615.63,0.1665,-0.057,-0.0717,1869,1,8,3,4,5,9,4375000
EGY-SME-03001,Education Center,Aswan,19,25,7421360.52,5287090.63,2134269.89,0.2876,0.307,0.3406,616,6,4,9,1,3,10,15140000
EGY-SME-05254,Restaurant/Cafe,Mansoura,6,25,14762554.02,12469566.46,2292987.55,0.1553,0.0174,0.0164,1872,9,6,5,1,8,1,16340000
EGY-SME-01577,Restaurant/Cafe,Port Said,11,10,11686064.67,10737512.13,948552.53,0.0812,-0.1347,-0.1046,778,2,8,8,2,3,10,10284000
EGY-SME-00074,Service Business,Alexandria,19,10,3547949.53,2584635.12,963314.41,0.2715,-0.0932,-0.1096,255,6,7,7,5,8,8,6029000
EGY-SME-10908,Restaurant/Cafe,Alexandria,15,27,9742021.56,7693716.92,2048304.65,0.2103,0.1473,0.3437,1872,4,6,6,6,8,3,16644585
EGY-SME-02239,Restaurant/Cafe,Alexandria,10,8,14738941.98,12290914.76,2448027.22,0.1661,0.2486,0.2079,2437,9,8,9,3,8,8,23257000
EGY-SME-03524,Restaurant/Cafe,Asyut,2,18,4507190.59,3983723.98,523466.61,0.1161,0.2509,0.2303,1695,6,5,8,2,8,1,5112000
EGY-SME-05665,Education Center,Suez,14,3,1571296.63,1225353.3,345943.33,0.2202,0.3192,0.2879,1000,4,9,2,8,4,8,3692000
EGY-SME-02885,Restaurant/Cafe,Cairo,3,17,9199170.12,7600236.24,1598933.88,0.1738,0.0341,0.0435,2435,1,7,1,6,9,10,15860000
EGY-SME-06852,Service Business,Cairo,15,6,6917078.14,6065418.62,851659.52,0.1231,0.1541,0.1163,77,8,1,4,8,10,4,13807000
EGY-SME-06502,Restaurant/Cafe,Luxor,15,3,13582144.22,12129062.17,1453082.05,0.107,0.232,0.2367,1441,2,7,3,1,3,10,24139000
EGY-SME-05891,E-commerce,Cairo,5,27,12520772.28,9161421.68,3359350.6,0.2683,-0.0982,-0.1149,3299,5,5,2,1,2,10,25720000
EGY-SME-08447,Clinic/Medical,Alexandria,13,6,8621111.6,6586628.95,2034482.65,0.236,0.1823,0.1301,292,7,10,4,9,9,2,18173000
EGY-SME-00080,Restaurant/Cafe,Aswan,16,22,14351421.61,12099073.71,2252347.91,0.1569,0.0638,0.0473,265,6,5,8,10,7,7,20668000
EGY-SME-06428,E-commerce,Shubra El Kheima,6,29,16038655.12,13726100.49,2312554.63,0.1442,0.0828,0.0639,3953,7,6,10,9,2,6,22614000
EGY-SME-10435,Education Center,Cairo,20,27,2569291.03,1788323.08,780967.95,0.304,0.0962,0.088,1093,9,10,2,3,9,10,5915171
EGY-SME-02155,Restaurant/Cafe,Shubra El Kheima,5,6,8055706.11,6899168.81,1156537.3,0.1436,0.3621,0.4,2341,5,6,4,2,3,7,14311000
EGY-SME-00797,Service Business,Alexandria,6,5,2184737.73,1664451.91,520285.82,0.2381,0.1381,0.179,152,1,10,2,10,1,1,3213000
EGY-SME-08553,Education Center,Giza,15,18,3051104.5,2269288.26,781816.24,0.2562,-0.0633,-0.0744,1870,3,9,1,10,9,9,7287000
EGY-SME-07081,Retail Store,Giza,3,16,10297492.1,8606222.57,1691269.53,0.1642,0.1911,0.1691,263,9,8,9,3,6,5,14955000
EGY-SME-03091,Retail Store,Cairo,7,8,13889539.32,11165199.67,2724339.65,0.1961,0.3017,0.2401,744,8,2,8,10,9,8,33402000
EGY-SME-10606,Service Business,Cairo,12,4,1501687.42,1210786.68,290900.75,0.1937,0.066,0.1031,737,8,10,5,7,8,3,5526221
EGY-SME-02520,E-commerce,Shubra El Kheima,20,8,20327593.31,17463081.63,2864511.68,0.1409,0.3716,0.4,1626,5,10,6,4,7,7,37541000
EGY-SME-11604,Service Business,Giza,1,5,4063912.47,3414610.2,649302.27,0.1598,0.2465,0.2657,677,5,9,5,6,3,6,5782906
EGY-SME-05693,Education Center,Giza,15,18,5184481.11,4140257.64,1044223.46,0.2014,-0.0277,-0.0301,99,7,4,4,8,9,4,9090000
EGY-SME-07212,Restaurant/Cafe,Cairo,10,8,14621741.15,13117708.28,1504032.87,0.1029,0.1983,0.2431,699,9,9,8,5,2,6,20834000
EGY-SME-09857,Restaurant/Cafe,Cairo,14,16,11833549.5,10584966.84,1248582.66,0.1055,0.0932,0.0804,1892,2,3,9,8,1,1,11275000
EGY-SME-02716,Retail Store,Cairo,13,3,15432902.36,13336654.5,2096247.85,0.1358,-0.1686,-0.1196,1004,8,8,9,1,2,7,14392000
EGY-SME-05228,Service Business,Alexandria,16,12,11402251.14,9416667.53,1985583.61,0.1741,0.2414,0.2619,1397,9,4,8,10,5,5,24904000
EGY-SME-07786,Retail Store,Cairo,9,21,3302447.77,2702200.02,600247.75,0.1818,-0.0819,-0.0788,3138,2,5,6,3,3,8,4582000
EGY-SME-10481,Clinic/Medical,Luxor,5,7,1012588.82,802011.51,210577.31,0.208,0.3181,0.2408,236,8,7,5,3,8,3,2410234
EGY-SME-06068,Retail Store,Cairo,6,24,5576491.88,4677725.31,898766.57,0.1612,0.102,0.1103,3353,10,8,9,4,6,3,7610000
EGY-SME-00334,Restaurant/Cafe,Suez,17,8,11436348.91,9506543.64,1929805.27,0.1687,-0.1254,-0.1203,503,9,8,7,4,4,2,13923000
EGY-SME-04412,Restaurant/Cafe,Tanta,3,24,14437259.26,12217411.59,2219847.68,0.1538,-0.1565,-0.1722,1783,8,3,4,2,6,3,17174000
EGY-SME-10203,Service Business,Mansoura,20,18,2175346.24,1282556.84,892789.4,0.4104,0.1298,0.3435,577,8,5,4,3,6,3,3311007
EGY-SME-08418,Clinic/Medical,Asyut,3,18,1067954.2,761010.22,306943.98,0.2874,0.0875,0.0866,51,2,4,1,6,4,8,2500000
EGY-SME-10111,Retail Store,Cairo,12,18,10568785.93,6505807.52,4062978.4,0.3844,0.2577,0.1554,1994,9,2,6,8,1,4,29555876
